核销ID,订单ID,老人ID,核销时间,核销方式,操作人
V002940,O002940,E0189,2026-05-07 18:16,人脸识别,系统
V002941,O002941,E0197,2025-12-24 13:04,人脸识别,系统
V002942,O002942,E0105,2025-12-29 11:29,人脸识别,系统
V002943,O002943,E0045,2025-12-24 17:30,人脸识别,系统
V002944,O002944,E0204,2025-12-16 11:38,刷卡,系统
V002945,O002945,E0086,2026-01-27 11:51,刷卡,系统
V002946,O002946,E0262,2025-12-09 06:23,人脸识别,系统
V002947,O002947,E0016,2026-04-05 11:16,人脸识别,系统
V002948,O002948,E0015,2025-12-19 06:52,刷卡,系统
V002949,O002949,E0060,2025-12-28 18:33,刷卡,系统
V002950,O002950,E0287,2026-04-14 12:42,刷卡,系统
V002951,O002951,E0136,2026-01-14 12:34,手工核销,操作员1
V002952,O002952,E0067,2026-04-07 11:14,人脸识别,系统
V002953,O002953,E0208,2026-03-04 13:53,人脸识别,系统
V002954,O002954,E0123,2026-05-14 11:10,刷卡,系统
V002955,O002955,E0220,2025-12-16 11:33,人脸识别,系统
V002956,O002956,E0156,2025-12-05 17:07,人脸识别,系统
V002957,O002957,E0114,2025-12-29 06:14,刷卡,系统
V002958,O002958,E0137,2026-01-21 08:35,刷卡,系统
V002959,O002959,E0279,2026-04-30 13:57,刷卡,系统
V002960,O002960,E0084,2025-12-06 19:54,人脸识别,系统
V002961,O002961,E0280,2026-05-13 11:36,手工核销,操作员3
V002962,O002962,E0148,2026-05-10 11:22,刷卡,系统
V002963,O002963,E0062,2026-01-18 12:38,刷卡,系统
V002964,O002964,E0072,2026-05-18 08:25,人脸识别,系统
V002965,O002965,E0136,2026-02-18 14:33,刷卡,系统
V002966,O002966,E0276,2026-03-08 17:10,人脸识别,系统
V002967,O002967,E0294,2026-03-17 18:53,人脸识别,系统
V002968,O002968,E0198,2026-05-03 07:11,人脸识别,系统
V002969,O002969,E0274,2026-01-06 14:07,刷卡,系统
V002970,O002970,E0109,2026-03-26 12:45,刷卡,系统
V002971,O002971,E0067,2025-12-17 07:07,手工核销,操作员5
V002972,O002972,E0078,2026-01-01 13:40,人脸识别,系统
V002973,O002973,E0055,2026-05-05 07:04,人脸识别,系统
V002974,O002974,E0108,2025-12-25 11:44,刷卡,系统
V002975,O002975,E0157,2026-05-24 13:09,人脸识别,系统
V002976,O002976,E0107,2025-12-22 13:02,人脸识别,系统
V002977,O002977,E0269,2026-01-30 11:42,人脸识别,系统
V002978,O002978,E0059,2026-04-05 13:36,人脸识别,系统
V002979,O002979,E0028,2026-01-13 11:21,刷卡,系统
V002980,O002980,E0072,2026-03-12 12:56,人脸识别,系统
V002981,O002981,E0135,2025-12-20 11:24,人脸识别,系统
V002982,O002982,E0101,2026-03-19 19:03,人脸识别,系统
V002983,O002983,E0034,2025-12-24 11:57,刷卡,系统
V002984,O002984,E0065,2026-02-26 11:36,人脸识别,系统
V002985,O002985,E0175,2026-05-24 11:07,刷卡,系统
V002986,O002986,E0276,2026-01-16 11:29,手工核销,操作员3
V002987,O002987,E0130,2026-01-20 11:08,人脸识别,系统
V002988,O002988,E0190,2026-01-08 12:14,人脸识别,系统
V002989,O002989,E0179,2025-12-14 08:00,人脸识别,系统
V002990,O002990,E0011,2026-05-24 11:50,刷卡,系统
V002991,O002991,E0233,2025-12-21 12:43,刷卡,系统
V002992,O002992,E0253,2026-04-22 06:12,刷卡,系统
V002993,O002993,E0060,2026-03-10 11:03,人脸识别,系统
V002994,O002994,E0124,2026-03-07 11:15,人脸识别,系统
V002995,O002995,E0012,2025-12-01 17:56,人脸识别,系统
V002996,O002996,E0270,2026-03-19 06:43,人脸识别,系统
V002997,O002997,E0215,2026-02-20 18:46,刷卡,系统
V002998,O002998,E0127,2026-04-17 15:00,刷卡,系统
V002999,O002999,E0167,2026-04-30 13:13,刷卡,系统
V003000,O003000,E0264,2025-12-18 12:26,人脸识别,系统
V003001,O003001,E0131,2026-01-27 11:25,刷卡,系统
V003002,O003002,E0073,2026-04-05 18:46,手工核销,操作员1
V003003,O003003,E0141,2026-02-11 11:31,刷卡,系统
V003004,O003004,E0099,2026-03-20 11:39,人脸识别,系统
V003005,O003005,E0082,2026-01-21 12:01,人脸识别,系统
V003006,O003006,E0056,2026-01-15 12:15,刷卡,系统
V003007,O003007,E0230,2026-03-17 12:27,手工核销,操作员4
V003008,O003008,E0232,2025-12-13 17:48,人脸识别,系统
V003009,O003009,E0044,2026-03-06 13:25,刷卡,系统
V003010,O003010,E0235,2025-12-17 07:10,人脸识别,系统
V003011,O003011,E0147,2026-02-05 11:22,刷卡,系统
V003012,O003012,E0075,2026-01-30 19:29,人脸识别,系统
V003013,O003013,E0137,2026-02-03 17:51,人脸识别,系统
V003014,O003014,E0233,2026-05-30 12:30,刷卡,系统
V003015,O003015,E0055,2026-04-12 17:01,人脸识别,系统
V003016,O003016,E0192,2026-05-09 07:19,手工核销,操作员5
V003017,O003017,E0127,2026-02-27 07:28,手工核销,操作员2
V003018,O003018,E0055,2026-05-22 06:09,刷卡,系统
V003019,O003019,E0246,2026-01-25 07:17,刷卡,系统
V003020,O003020,E0033,2025-12-05 06:58,人脸识别,系统
V003021,O003021,E0100,2026-03-11 12:30,刷卡,系统
V003022,O003022,E0180,2026-02-25 12:03,手工核销,操作员3
V003023,O003023,E0027,2026-05-11 12:26,刷卡,系统
V003024,O003024,E0295,2026-01-30 13:17,人脸识别,系统
V003025,O003025,E0220,2026-02-07 17:43,刷卡,系统
V003026,O003026,E0269,2026-02-01 11:30,人脸识别,系统
V003027,O003027,E0213,2026-01-13 12:06,刷卡,系统
V003028,O003028,E0209,2025-12-28 12:18,手工核销,操作员1
V003029,O003029,E0233,2025-12-13 18:38,人脸识别,系统
V003030,O003030,E0076,2026-05-20 11:01,人脸识别,系统
V003031,O003031,E0052,2025-12-30 07:13,人脸识别,系统
V003032,O003032,E0257,2026-05-03 13:35,人脸识别,系统
V003033,O003033,E0021,2026-02-01 19:42,人脸识别,系统
V003034,O003034,E0209,2026-02-11 12:54,人脸识别,系统
V003035,O003035,E0053,2026-01-26 12:45,手工核销,操作员3
V003036,O003036,E0215,2026-02-02 06:27,刷卡,系统
V003037,O003037,E0199,2026-05-26 17:37,人脸识别,系统
V003038,O003038,E0064,2026-01-21 07:02,人脸识别,系统
V003039,O003039,E0256,2026-02-01 06:28,刷卡,系统
V003040,O003040,E0055,2026-04-20 07:55,人脸识别,系统
V003041,O003041,E0300,2026-03-03 11:26,手工核销,操作员3
V003042,O003042,E0225,2026-03-17 07:56,手工核销,操作员4
V003043,O003043,E0267,2025-12-02 17:47,人脸识别,系统
V003044,O003044,E0190,2026-02-26 17:51,刷卡,系统
V003045,O003045,E0184,2026-01-14 13:47,人脸识别,系统
V003046,O003046,E0173,2026-03-18 11:56,人脸识别,系统
V003047,O003047,E0128,2026-01-15 08:02,刷卡,系统
V003048,O003048,E0044,2026-02-15 11:47,刷卡,系统
V003049,O003049,E0003,2026-05-18 13:29,刷卡,系统
V003050,O003050,E0016,2026-01-15 12:17,刷卡,系统
V003051,O003051,E0186,2026-04-08 13:07,手工核销,操作员3
V003052,O003052,E0096,2026-03-02 08:09,刷卡,系统
V003053,O003053,E0255,2025-12-12 17:21,人脸识别,系统
V003054,O003054,E0168,2026-02-26 12:23,刷卡,系统
V003055,O003055,E0290,2025-12-17 18:02,刷卡,系统
V003056,O003056,E0265,2026-05-12 18:13,手工核销,操作员4
V003057,O003057,E0271,2026-03-12 19:46,刷卡,系统
V003058,O003058,E0102,2026-03-09 13:23,刷卡,系统
V003059,O003059,E0110,2025-12-14 13:26,人脸识别,系统
V003060,O003060,E0112,2026-01-27 13:57,手工核销,操作员2
V003061,O003061,E0247,2026-04-07 19:57,人脸识别,系统
V003062,O003062,E0116,2026-03-27 12:33,刷卡,系统
V003063,O003063,E0167,2026-01-04 18:30,手工核销,操作员4
V003064,O003064,E0013,2026-05-23 13:47,刷卡,系统
V003065,O003065,E0053,2026-02-22 12:26,手工核销,操作员3
V003066,O003066,E0289,2026-02-04 13:44,刷卡,系统
V003067,O003067,E0263,2026-05-21 17:28,人脸识别,系统
V003068,O003068,E0287,2025-12-26 08:54,人脸识别,系统
V003069,O003069,E0193,2026-01-11 12:28,刷卡,系统
V003070,O003070,E0147,2026-02-15 13:46,人脸识别,系统
V003071,O003071,E0023,2025-12-30 08:45,人脸识别,系统
V003072,O003072,E0272,2026-03-26 11:49,刷卡,系统
V003073,O003073,E0001,2026-05-09 13:47,人脸识别,系统
V003074,O003074,E0147,2026-01-05 06:11,刷卡,系统
V003075,O003075,E0032,2025-12-19 12:13,刷卡,系统
V003076,O003076,E0002,2025-12-22 18:26,人脸识别,系统
V003077,O003077,E0288,2026-02-03 18:46,人脸识别,系统
V003078,O003078,E0258,2026-01-26 12:01,人脸识别,系统
V003079,O003079,E0157,2025-12-11 12:36,人脸识别,系统
V003080,O003080,E0161,2025-12-26 12:58,刷卡,系统
V003081,O003081,E0295,2026-05-25 18:44,刷卡,系统
V003082,O003082,E0109,2025-12-19 12:56,人脸识别,系统
V003083,O003083,E0198,2026-02-21 12:17,刷卡,系统
V003084,O003084,E0067,2026-04-19 08:12,人脸识别,系统
V003085,O003085,E0118,2026-02-05 11:08,刷卡,系统
V003086,O003086,E0193,2026-01-25 06:28,人脸识别,系统
V003087,O003087,E0082,2025-12-18 17:55,刷卡,系统
V003088,O003088,E0059,2026-03-23 13:09,人脸识别,系统
V003089,O003089,E0005,2025-12-05 13:19,人脸识别,系统
V003090,O003090,E0233,2026-03-22 13:36,人脸识别,系统
V003091,O003091,E0114,2025-12-08 18:28,人脸识别,系统
V003092,O003092,E0205,2026-03-25 08:05,手工核销,操作员1
V003093,O003093,E0067,2026-05-15 12:40,人脸识别,系统
V003094,O003094,E0213,2026-02-05 12:25,刷卡,系统
V003095,O003095,E0106,2026-02-08 17:21,人脸识别,系统
V003096,O003096,E0263,2026-01-21 11:53,人脸识别,系统
V003097,O003097,E0129,2026-04-06 11:42,刷卡,系统
V003098,O003098,E0170,2026-05-16 13:46,人脸识别,系统
V003099,O003099,E0235,2026-05-03 17:37,刷卡,系统
V003100,O003100,E0066,2026-02-03 08:25,刷卡,系统
V003101,O003101,E0211,2026-02-18 13:16,刷卡,系统
V003102,O003102,E0064,2026-05-25 06:00,刷卡,系统
V003103,O003103,E0044,2026-03-23 08:30,刷卡,系统
V003104,O003104,E0245,2026-03-21 06:08,刷卡,系统
V003105,O003105,E0256,2026-01-22 18:25,人脸识别,系统
V003106,O003106,E0264,2026-04-16 11:49,人脸识别,系统
V003107,O003107,E0046,2025-12-22 20:52,刷卡,系统
V003108,O003108,E0001,2026-03-26 12:56,人脸识别,系统
V003109,O003109,E0028,2026-02-10 19:05,人脸识别,系统
V003110,O003110,E0215,2025-12-21 11:56,人脸识别,系统
V003111,O003111,E0022,2026-03-13 08:45,刷卡,系统
V003112,O003112,E0059,2026-03-17 11:01,人脸识别,系统
V003113,O003113,E0056,2026-02-01 13:41,人脸识别,系统
V003114,O003114,E0132,2026-04-27 13:26,刷卡,系统
V003115,O003115,E0048,2026-05-22 12:00,刷卡,系统
V003116,O003116,E0253,2026-04-29 13:29,人脸识别,系统
V003117,O003117,E0222,2025-12-28 13:17,刷卡,系统
V003118,O003118,E0245,2026-02-13 18:33,人脸识别,系统
V003119,O003119,E0063,2026-05-07 12:20,手工核销,操作员4
V003120,O003120,E0151,2026-02-01 17:00,人脸识别,系统
V003121,O003121,E0128,2026-05-21 19:46,人脸识别,系统
V003122,O003122,E0052,2026-02-05 07:31,手工核销,操作员3
V003123,O003123,E0275,2026-01-05 07:42,人脸识别,系统
V003124,O003124,E0176,2025-12-19 13:33,人脸识别,系统
V003125,O003125,E0004,2026-01-06 11:46,人脸识别,系统
V003126,O003126,E0198,2026-03-03 11:52,人脸识别,系统
V003127,O003127,E0223,2026-02-13 12:13,刷卡,系统
V003128,O003128,E0003,2026-05-15 13:04,刷卡,系统
V003129,O003129,E0066,2026-03-25 11:54,人脸识别,系统
V003130,O003130,E0201,2026-05-02 07:35,手工核销,操作员3
V003131,O003131,E0133,2026-02-15 19:53,刷卡,系统
V003132,O003132,E0097,2026-05-10 12:31,刷卡,系统
V003133,O003133,E0182,2025-12-13 16:53,刷卡,系统
V003134,O003134,E0093,2026-01-07 11:08,人脸识别,系统
V003135,O003135,E0077,2026-04-27 07:44,人脸识别,系统
V003136,O003136,E0243,2025-12-17 13:34,人脸识别,系统
V003137,O003137,E0013,2026-04-02 08:24,手工核销,操作员4
V003138,O003138,E0230,2026-03-24 08:10,人脸识别,系统
V003139,O003139,E0069,2026-05-01 12:45,人脸识别,系统
V003140,O003140,E0271,2025-12-26 08:40,人脸识别,系统
V003141,O003141,E0281,2026-05-17 12:12,人脸识别,系统
V003142,O003142,E0064,2026-01-01 12:29,刷卡,系统
V003143,O003143,E0012,2026-05-14 07:33,手工核销,操作员2
V003144,O003144,E0117,2026-02-24 06:31,人脸识别,系统
V003145,O003145,E0235,2026-03-08 17:29,人脸识别,系统
V003146,O003146,E0175,2026-03-01 07:17,手工核销,操作员2
V003147,O003147,E0127,2026-03-31 11:38,手工核销,操作员2
V003148,O003148,E0174,2026-01-26 12:55,人脸识别,系统
V003149,O003149,E0197,2025-12-07 18:02,人脸识别,系统
V003150,O003150,E0152,2025-12-22 19:06,刷卡,系统
V003151,O003151,E0184,2026-03-22 18:38,刷卡,系统
V003152,O003152,E0048,2026-02-23 13:54,人脸识别,系统
V003153,O003153,E0201,2026-02-18 18:33,人脸识别,系统
V003154,O003154,E0016,2026-02-11 11:07,刷卡,系统
V003155,O003155,E0078,2026-02-15 13:42,刷卡,系统
V003156,O003156,E0286,2026-02-12 12:47,人脸识别,系统
V003157,O003157,E0050,2026-04-06 11:57,手工核销,操作员5
V003158,O003158,E0210,2026-05-26 07:31,人脸识别,系统
V003159,O003159,E0041,2026-03-31 06:39,人脸识别,系统
V003160,O003160,E0088,2026-02-23 17:13,人脸识别,系统
V003161,O003161,E0082,2026-05-26 17:04,刷卡,系统
V003162,O003162,E0271,2026-05-19 13:54,手工核销,操作员4
V003163,O003163,E0014,2026-05-17 12:06,人脸识别,系统
V003164,O003164,E0029,2026-05-23 18:09,人脸识别,系统
V003165,O003165,E0032,2026-04-29 19:19,刷卡,系统
V003166,O003166,E0064,2026-02-20 13:20,人脸识别,系统
V003167,O003167,E0065,2025-12-21 13:27,人脸识别,系统
V003168,O003168,E0270,2026-05-28 08:28,手工核销,操作员2
V003169,O003169,E0137,2026-04-21 13:05,刷卡,系统
V003170,O003170,E0047,2025-12-13 12:37,人脸识别,系统
V003171,O003171,E0068,2025-12-09 11:41,人脸识别,系统
V003172,O003172,E0294,2026-04-25 11:40,人脸识别,系统
V003173,O003173,E0201,2025-12-13 07:02,人脸识别,系统
V003174,O003174,E0064,2025-12-17 17:36,人脸识别,系统
V003175,O003175,E0168,2026-04-05 07:16,人脸识别,系统
V003176,O003176,E0299,2026-02-25 12:32,人脸识别,系统
V003177,O003177,E0174,2026-05-02 19:09,人脸识别,系统
V003178,O003178,E0023,2025-12-16 12:36,刷卡,系统
V003179,O003179,E0195,2025-12-24 12:32,刷卡,系统
V003180,O003180,E0228,2026-02-13 11:58,刷卡,系统
V003181,O003181,E0234,2025-12-18 17:27,人脸识别,系统
V003182,O003182,E0034,2025-12-23 19:22,人脸识别,系统
V003183,O003183,E0150,2026-03-13 12:41,手工核销,操作员3
V003184,O003184,E0137,2026-02-24 17:55,人脸识别,系统
V003185,O003185,E0252,2026-05-10 07:45,刷卡,系统
V003186,O003186,E0155,2026-03-15 18:57,人脸识别,系统
V003187,O003187,E0133,2026-01-11 18:47,刷卡,系统
V003188,O003188,E0071,2026-05-25 12:49,刷卡,系统
V003189,O003189,E0021,2025-12-18 18:50,刷卡,系统
V003190,O003190,E0040,2026-02-16 13:45,手工核销,操作员5
V003191,O003191,E0024,2026-03-02 12:09,手工核销,操作员4
V003192,O003192,E0242,2025-12-11 18:07,人脸识别,系统
V003193,O003193,E0186,2026-05-01 13:15,人脸识别,系统
V003194,O003194,E0013,2026-05-13 11:42,人脸识别,系统
V003195,O003195,E0108,2026-04-05 11:31,人脸识别,系统
V003196,O003196,E0124,2026-03-07 19:48,人脸识别,系统
V003197,O003197,E0122,2026-01-22 19:44,手工核销,操作员3
V003198,O003198,E0083,2026-02-21 13:24,人脸识别,系统
V003199,O003199,E0097,2026-01-16 11:36,手工核销,操作员5
V003200,O003200,E0243,2026-01-21 19:14,人脸识别,系统
V003201,O003201,E0299,2026-01-26 12:15,人脸识别,系统
V003202,O003202,E0276,2026-02-13 17:41,人脸识别,系统
V003203,O003203,E0269,2026-04-30 19:16,刷卡,系统
V003204,O003204,E0240,2026-01-28 13:26,人脸识别,系统
V003205,O003205,E0211,2026-02-07 12:46,人脸识别,系统
V003206,O003206,E0131,2026-02-24 11:25,刷卡,系统
V003207,O003207,E0092,2026-05-19 11:07,刷卡,系统
V003208,O003208,E0060,2026-04-25 11:40,人脸识别,系统
V003209,O003209,E0109,2026-02-09 17:40,人脸识别,系统
V003210,O003210,E0298,2026-01-02 17:10,人脸识别,系统
V003211,O003211,E0072,2025-12-03 11:26,刷卡,系统
V003212,O003212,E0162,2025-12-28 19:08,手工核销,操作员4
V003213,O003213,E0258,2025-12-01 11:53,人脸识别,系统
V003214,O003214,E0128,2026-04-05 11:10,人脸识别,系统
V003215,O003215,E0121,2026-03-23 12:06,手工核销,操作员1
V003216,O003216,E0019,2026-01-16 19:27,人脸识别,系统
V003217,O003217,E0182,2026-01-06 12:29,人脸识别,系统
V003218,O003218,E0180,2026-02-24 12:54,人脸识别,系统
V003219,O003219,E0043,2025-12-19 11:35,手工核销,操作员2
V003220,O003220,E0098,2026-03-18 12:50,人脸识别,系统
V003221,O003221,E0012,2025-12-19 13:08,人脸识别,系统
V003222,O003222,E0263,2026-04-21 13:34,刷卡,系统
V003223,O003223,E0213,2026-02-21 19:50,人脸识别,系统
V003224,O003224,E0166,2025-12-24 11:12,手工核销,操作员2
V003225,O003225,E0252,2025-12-26 11:47,人脸识别,系统
V003226,O003226,E0067,2026-04-17 06:03,刷卡,系统
V003227,O003227,E0164,2026-03-09 19:09,刷卡,系统
V003228,O003228,E0078,2026-02-15 13:57,人脸识别,系统
V003229,O003229,E0122,2026-02-08 17:25,人脸识别,系统
V003230,O003230,E0234,2025-12-04 17:02,刷卡,系统
V003231,O003231,E0188,2026-02-08 18:49,刷卡,系统
V003232,O003232,E0061,2026-01-28 20:52,刷卡,系统
V003233,O003233,E0183,2025-12-14 07:42,人脸识别,系统
V003234,O003234,E0093,2026-04-12 12:16,刷卡,系统
V003235,O003235,E0209,2026-02-23 12:48,人脸识别,系统
V003236,O003236,E0021,2026-03-05 18:26,刷卡,系统
V003237,O003237,E0194,2026-02-16 19:21,人脸识别,系统
V003238,O003238,E0248,2026-03-11 17:43,刷卡,系统
V003239,O003239,E0229,2026-02-21 07:35,人脸识别,系统
V003240,O003240,E0009,2026-05-14 12:07,人脸识别,系统
V003241,O003241,E0014,2026-02-22 12:32,人脸识别,系统
V003242,O003242,E0015,2026-05-29 06:25,刷卡,系统
V003243,O003243,E0127,2026-03-31 06:30,手工核销,操作员4
V003244,O003244,E0151,2026-04-14 11:52,人脸识别,系统
V003245,O003245,E0145,2026-01-22 18:10,刷卡,系统
V003246,O003246,E0170,2026-03-24 12:28,人脸识别,系统
V003247,O003247,E0064,2025-12-06 13:28,人脸识别,系统
V003248,O003248,E0092,2026-04-14 12:37,人脸识别,系统
V003249,O003249,E0112,2026-05-21 11:36,人脸识别,系统
V003250,O003250,E0287,2025-12-18 19:58,人脸识别,系统
V003251,O003251,E0144,2026-01-23 11:57,人脸识别,系统
V003252,O003252,E0036,2026-04-06 08:14,手工核销,操作员2
V003253,O003253,E0029,2026-05-06 12:53,人脸识别,系统
V003254,O003254,E0232,2025-12-25 19:50,人脸识别,系统
V003255,O003255,E0148,2026-02-01 12:56,刷卡,系统
V003256,O003256,E0139,2026-03-25 12:14,刷卡,系统
V003257,O003257,E0172,2026-04-20 07:06,人脸识别,系统
V003258,O003258,E0017,2026-05-09 08:57,刷卡,系统
V003259,O003259,E0035,2026-05-04 17:48,人脸识别,系统
V003260,O003260,E0060,2026-01-20 13:52,人脸识别,系统
V003261,O003261,E0277,2026-05-11 11:57,刷卡,系统
V003262,O003262,E0179,2025-12-28 12:28,人脸识别,系统
V003263,O003263,E0156,2026-02-11 18:32,刷卡,系统
V003264,O003264,E0177,2026-02-10 08:45,刷卡,系统
V003265,O003265,E0094,2026-02-23 17:50,人脸识别,系统
V003266,O003266,E0100,2026-03-20 11:53,人脸识别,系统
V003267,O003267,E0105,2025-12-19 17:15,刷卡,系统
V003268,O003268,E0211,2025-12-09 17:33,人脸识别,系统
V003269,O003269,E0206,2026-04-20 11:20,刷卡,系统
V003270,O003270,E0213,2026-02-20 06:06,人脸识别,系统
V003271,O003271,E0140,2026-02-02 08:43,人脸识别,系统
V003272,O003272,E0018,2025-12-10 17:28,刷卡,系统
V003273,O003273,E0107,2026-03-29 08:08,人脸识别,系统
V003274,O003274,E0003,2025-12-22 12:48,人脸识别,系统
V003275,O003275,E0165,2025-12-05 13:06,人脸识别,系统
V003276,O003276,E0170,2026-03-09 13:13,刷卡,系统
V003277,O003277,E0167,2026-05-19 06:29,刷卡,系统
V003278,O003278,E0072,2026-03-16 17:23,人脸识别,系统
V003279,O003279,E0262,2026-02-02 19:50,人脸识别,系统
V003280,O003280,E0037,2025-12-09 11:33,人脸识别,系统
V003281,O003281,E0218,2026-04-05 12:07,人脸识别,系统
V003282,O003282,E0015,2026-03-05 11:54,手工核销,操作员3
