订单ID,老人ID,餐品ID,下单日期,餐次,餐品单价,补贴抵扣,自付金额,订单来源,订餐渠道,退餐原因
O002381,E0011,M007,2026-04-08,晚餐,15,6.7,8.3,老人主动选择,现场点餐,
O002382,E0090,M016,2026-02-06,晚餐,10,6.7,3.3,老人主动选择,电话订餐,
O002383,E0233,M025,2026-04-26,晚餐,12,6.7,5.3,老人主动选择,小程序,
O002384,E0248,M002,2025-12-30,晚餐,12,12.0,0.0,老人主动选择,社区代办,
O002385,E0108,M021,2026-04-08,午餐,15,13.3,1.7,老人主动选择,小程序,
O002386,E0087,M025,2026-01-17,晚餐,12,3.3,8.7,老人主动选择,社区代办,
O002387,E0180,M025,2025-12-19,午餐,15,6.7,8.3,食堂替换餐品,小程序,
O002388,E0175,M022,2026-04-06,午餐,10,6.7,3.3,老人主动选择,小程序,
O002389,E0162,M023,2026-05-29,早餐,10,10.0,0.0,食堂替换餐品,小程序,
O002390,E0090,M025,2026-04-29,晚餐,15,6.7,8.3,食堂替换餐品,小程序,
O002391,E0208,M014,2026-01-19,晚餐,15,3.3,11.7,老人主动选择,小程序,
O002392,E0225,M014,2026-04-13,早餐,10,3.3,6.7,老人主动选择,小程序,
O002393,E0181,M026,2026-04-28,早餐,10,10.0,0.0,家属代订,社区代办,
O002394,E0168,M008,2026-04-26,早餐,15,6.7,8.3,家属代订,现场点餐,
O002395,E0064,M030,2026-05-14,午餐,8,6.7,1.3,食堂替换餐品,小程序,
O002396,E0096,M026,2026-02-01,午餐,10,6.7,3.3,家属代订,小程序,
O002397,E0179,M006,2026-05-06,晚餐,10,3.3,6.7,老人主动选择,现场点餐,
O002398,E0004,M022,2026-05-11,午餐,15,3.3,11.7,老人主动选择,小程序,
O002399,E0075,M007,2026-04-08,午餐,15,13.3,1.7,食堂替换餐品,现场点餐,盐分过高
O002400,E0129,M007,2026-01-17,晚餐,15,15.0,0.0,家属代订,电话订餐,
O002401,E0276,M002,2026-02-27,午餐,8,3.3,4.7,食堂替换餐品,现场点餐,
O002402,E0164,M025,2026-04-06,午餐,15,6.7,8.3,家属代订,电话订餐,
O002403,E0024,M004,2026-04-28,晚餐,8,6.7,1.3,老人主动选择,电话订餐,
O002404,E0075,M013,2026-05-11,晚餐,15,13.3,1.7,食堂替换餐品,小程序,
O002405,E0094,M029,2026-05-03,早餐,15,13.3,1.7,食堂替换餐品,小程序,
O002406,E0228,M010,2026-01-05,早餐,8,3.3,4.7,老人主动选择,小程序,
O002407,E0081,M009,2026-04-30,午餐,12,6.7,5.3,老人主动选择,电话订餐,送餐太晚
O002408,E0213,M015,2026-02-19,午餐,10,10.0,0.0,老人主动选择,电话订餐,
O002409,E0191,M012,2026-01-16,午餐,15,3.3,11.7,家属代订,现场点餐,
O002410,E0237,M027,2026-05-21,午餐,12,3.3,8.7,老人主动选择,小程序,
O002411,E0188,M010,2026-04-27,晚餐,8,6.7,1.3,老人主动选择,电话订餐,
O002412,E0108,M019,2025-12-27,早餐,15,13.3,1.7,老人主动选择,小程序,
O002413,E0287,M021,2026-05-14,午餐,8,8.0,0.0,老人主动选择,电话订餐,
O002414,E0080,M005,2026-01-21,午餐,8,3.3,4.7,老人主动选择,现场点餐,
O002415,E0026,M007,2026-02-13,午餐,8,6.7,1.3,家属代订,现场点餐,
O002416,E0098,M028,2026-03-02,午餐,12,3.3,8.7,食堂替换餐品,社区代办,
O002417,E0029,M020,2026-01-31,晚餐,8,8.0,0.0,家属代订,社区代办,
O002418,E0128,M011,2026-02-04,早餐,10,3.3,6.7,家属代订,现场点餐,
O002419,E0096,M016,2026-05-01,早餐,15,6.7,8.3,家属代订,小程序,
O002420,E0090,M013,2026-02-18,午餐,15,6.7,8.3,家属代订,小程序,
O002421,E0160,M028,2026-04-19,午餐,10,3.3,6.7,老人主动选择,电话订餐,
O002422,E0193,M004,2026-04-23,早餐,15,13.3,1.7,老人主动选择,社区代办,
O002423,E0228,M016,2026-05-13,早餐,10,3.3,6.7,老人主动选择,电话订餐,
O002424,E0249,M013,2026-04-09,午餐,12,3.3,8.7,食堂替换餐品,小程序,
O002425,E0078,M029,2026-02-02,午餐,8,6.7,1.3,家属代订,社区代办,
O002426,E0265,M001,2025-12-29,晚餐,12,12.0,0.0,家属代订,小程序,
O002427,E0185,M022,2026-02-25,午餐,10,3.3,6.7,食堂替换餐品,现场点餐,
O002428,E0139,M004,2026-03-06,午餐,8,8.0,0.0,食堂替换餐品,现场点餐,
O002429,E0171,M027,2025-12-31,午餐,12,3.3,8.7,食堂替换餐品,现场点餐,
O002430,E0223,M015,2026-02-21,午餐,8,6.7,1.3,老人主动选择,现场点餐,
O002431,E0268,M026,2026-04-22,午餐,8,8.0,0.0,家属代订,现场点餐,
O002432,E0128,M026,2026-01-02,午餐,12,3.3,8.7,家属代订,现场点餐,
O002433,E0167,M021,2026-05-29,午餐,15,6.7,8.3,家属代订,电话订餐,
O002434,E0257,M030,2026-03-10,晚餐,10,10.0,0.0,老人主动选择,现场点餐,
O002435,E0075,M027,2026-04-27,午餐,12,12.0,0.0,家属代订,现场点餐,
O002436,E0143,M025,2026-02-11,晚餐,12,3.3,8.7,老人主动选择,小程序,
O002437,E0254,M016,2026-05-15,晚餐,15,13.3,1.7,家属代订,小程序,
O002438,E0273,M004,2026-04-10,午餐,10,3.3,6.7,家属代订,小程序,
O002439,E0016,M017,2025-12-18,早餐,12,6.7,5.3,老人主动选择,电话订餐,
O002440,E0175,M011,2026-04-05,午餐,8,6.7,1.3,老人主动选择,小程序,
O002441,E0276,M025,2025-12-07,午餐,10,3.3,6.7,家属代订,现场点餐,
O002442,E0218,M005,2026-05-12,午餐,15,6.7,8.3,家属代订,小程序,
O002443,E0173,M026,2026-04-03,早餐,12,6.7,5.3,家属代订,小程序,
O002444,E0099,M013,2026-03-24,晚餐,8,8.0,0.0,家属代订,小程序,
O002445,E0120,M012,2025-12-12,早餐,10,6.7,3.3,食堂替换餐品,电话订餐,
O002446,E0208,M029,2026-02-22,午餐,12,3.3,8.7,老人主动选择,小程序,
O002447,E0181,M027,2026-02-21,早餐,10,10.0,0.0,家属代订,小程序,
O002448,E0088,M023,2026-03-15,午餐,8,3.3,4.7,家属代订,社区代办,
O002449,E0235,M003,2026-03-12,晚餐,8,6.7,1.3,食堂替换餐品,现场点餐,
O002450,E0265,M004,2026-03-03,午餐,10,10.0,0.0,老人主动选择,现场点餐,
O002451,E0174,M028,2026-01-29,午餐,8,3.3,4.7,老人主动选择,电话订餐,
O002452,E0084,M010,2026-03-12,晚餐,8,3.3,4.7,老人主动选择,现场点餐,
O002453,E0261,M009,2025-12-24,晚餐,10,3.3,6.7,食堂替换餐品,现场点餐,
O002454,E0148,M010,2026-03-19,晚餐,10,6.7,3.3,老人主动选择,社区代办,
O002455,E0033,M013,2026-05-16,晚餐,15,3.3,11.7,老人主动选择,小程序,
O002456,E0112,M001,2026-04-19,午餐,12,3.3,8.7,老人主动选择,小程序,
O002457,E0055,M012,2026-03-04,午餐,15,6.7,8.3,老人主动选择,小程序,
O002458,E0001,M011,2026-05-30,午餐,15,3.3,11.7,家属代订,社区代办,健康原因退餐
O002459,E0282,M021,2025-12-22,午餐,15,3.3,11.7,家属代订,电话订餐,
O002460,E0283,M008,2025-12-04,午餐,15,13.3,1.7,家属代订,电话订餐,
O002461,E0255,M026,2026-03-04,晚餐,12,6.7,5.3,老人主动选择,电话订餐,
O002462,E0118,M023,2026-04-12,午餐,10,3.3,6.7,老人主动选择,现场点餐,
O002463,E0236,M014,2025-12-16,晚餐,8,3.3,4.7,家属代订,社区代办,
O002464,E0233,M014,2025-12-27,午餐,8,6.7,1.3,老人主动选择,现场点餐,糖分过高
O002465,E0064,M020,2026-04-11,午餐,10,6.7,3.3,食堂替换餐品,现场点餐,
O002466,E0250,M023,2025-12-06,午餐,10,6.7,3.3,老人主动选择,小程序,
O002467,E0016,M017,2026-01-17,午餐,10,6.7,3.3,老人主动选择,电话订餐,餐品不合口味
O002468,E0100,M022,2026-04-15,午餐,8,6.7,1.3,老人主动选择,现场点餐,
O002469,E0090,M025,2026-02-19,午餐,15,6.7,8.3,食堂替换餐品,现场点餐,
O002470,E0078,M019,2026-05-23,早餐,15,6.7,8.3,老人主动选择,现场点餐,
O002471,E0245,M020,2026-01-13,晚餐,15,6.7,8.3,家属代订,小程序,
O002472,E0248,M024,2026-01-21,早餐,12,12.0,0.0,家属代订,小程序,
O002473,E0211,M028,2026-01-03,午餐,15,3.3,11.7,老人主动选择,小程序,
O002474,E0039,M021,2025-12-21,午餐,12,6.7,5.3,老人主动选择,电话订餐,
O002475,E0132,M021,2025-12-24,午餐,8,3.3,4.7,食堂替换餐品,电话订餐,
O002476,E0229,M017,2026-01-13,晚餐,12,6.7,5.3,老人主动选择,社区代办,
O002477,E0163,M006,2026-03-24,晚餐,10,6.7,3.3,家属代订,现场点餐,临时外出
O002478,E0264,M014,2026-05-18,晚餐,10,3.3,6.7,食堂替换餐品,小程序,
O002479,E0137,M018,2026-05-06,午餐,8,3.3,4.7,老人主动选择,小程序,
O002480,E0029,M017,2026-03-13,午餐,15,13.3,1.7,老人主动选择,现场点餐,
O002481,E0032,M006,2026-04-13,晚餐,8,3.3,4.7,老人主动选择,电话订餐,
O002482,E0087,M005,2026-01-25,晚餐,10,3.3,6.7,老人主动选择,现场点餐,
O002483,E0278,M013,2025-12-14,晚餐,15,6.7,8.3,老人主动选择,电话订餐,
O002484,E0028,M016,2026-05-27,晚餐,10,10.0,0.0,家属代订,小程序,盐分过高
O002485,E0185,M021,2026-03-11,早餐,8,3.3,4.7,家属代订,小程序,
O002486,E0050,M009,2026-05-29,早餐,15,6.7,8.3,家属代订,小程序,
O002487,E0275,M012,2025-12-01,晚餐,8,6.7,1.3,食堂替换餐品,小程序,
O002488,E0276,M010,2025-12-12,晚餐,10,3.3,6.7,老人主动选择,现场点餐,
O002489,E0066,M026,2026-03-25,晚餐,15,6.7,8.3,老人主动选择,电话订餐,
O002490,E0010,M013,2025-12-18,午餐,10,6.7,3.3,老人主动选择,社区代办,
O002491,E0168,M019,2026-05-01,午餐,15,6.7,8.3,老人主动选择,现场点餐,
O002492,E0204,M016,2025-12-21,午餐,12,6.7,5.3,老人主动选择,电话订餐,
O002493,E0223,M017,2025-12-03,午餐,12,6.7,5.3,老人主动选择,电话订餐,
O002494,E0276,M016,2026-05-04,午餐,10,3.3,6.7,家属代订,现场点餐,
O002495,E0051,M030,2026-01-22,晚餐,8,3.3,4.7,食堂替换餐品,小程序,
O002496,E0258,M014,2026-03-10,午餐,12,3.3,8.7,老人主动选择,社区代办,
O002497,E0226,M016,2025-12-17,午餐,12,6.7,5.3,家属代订,电话订餐,
O002498,E0013,M024,2026-03-23,午餐,15,15.0,0.0,家属代订,社区代办,
O002499,E0272,M015,2026-03-20,午餐,15,3.3,11.7,老人主动选择,社区代办,
O002500,E0081,M012,2026-04-22,午餐,15,6.7,8.3,老人主动选择,电话订餐,
O002501,E0159,M005,2026-05-16,晚餐,10,10.0,0.0,食堂替换餐品,小程序,
O002502,E0255,M011,2025-12-04,早餐,8,6.7,1.3,家属代订,电话订餐,
O002503,E0204,M005,2025-12-01,午餐,8,6.7,1.3,食堂替换餐品,电话订餐,
O002504,E0176,M024,2025-12-12,晚餐,15,3.3,11.7,老人主动选择,现场点餐,
O002505,E0119,M024,2025-12-12,午餐,10,3.3,6.7,老人主动选择,小程序,
O002506,E0261,M011,2026-01-01,早餐,15,3.3,11.7,老人主动选择,电话订餐,过于油腻
O002507,E0140,M002,2026-05-04,午餐,8,6.7,1.3,食堂替换餐品,社区代办,
O002508,E0118,M019,2026-05-21,午餐,10,3.3,6.7,老人主动选择,社区代办,
O002509,E0185,M026,2026-01-12,早餐,15,3.3,11.7,老人主动选择,小程序,
O002510,E0270,M026,2026-05-26,午餐,15,3.3,11.7,老人主动选择,现场点餐,
O002511,E0298,M017,2026-03-14,晚餐,8,6.7,1.3,老人主动选择,小程序,
O002512,E0159,M019,2026-03-03,午餐,10,10.0,0.0,老人主动选择,现场点餐,
O002513,E0263,M012,2026-01-12,早餐,8,3.3,4.7,家属代订,小程序,
O002514,E0099,M020,2026-04-10,午餐,10,10.0,0.0,老人主动选择,社区代办,
O002515,E0253,M027,2026-05-06,午餐,10,3.3,6.7,老人主动选择,现场点餐,
O002516,E0077,M023,2026-02-23,早餐,15,3.3,11.7,老人主动选择,小程序,
O002517,E0297,M025,2026-01-04,晚餐,8,8.0,0.0,家属代订,小程序,
O002518,E0154,M028,2026-03-27,午餐,10,6.7,3.3,老人主动选择,小程序,盐分过高
O002519,E0065,M005,2026-05-25,午餐,12,3.3,8.7,老人主动选择,现场点餐,
O002520,E0280,M012,2026-05-16,晚餐,15,6.7,8.3,家属代订,现场点餐,
O002521,E0291,M016,2026-05-01,午餐,8,3.3,4.7,老人主动选择,现场点餐,
O002522,E0227,M001,2025-12-18,午餐,10,3.3,6.7,老人主动选择,现场点餐,
O002523,E0222,M002,2025-12-18,午餐,15,13.3,1.7,家属代订,现场点餐,
O002524,E0080,M010,2026-02-23,午餐,8,3.3,4.7,老人主动选择,社区代办,
O002525,E0166,M002,2025-12-02,午餐,8,6.7,1.3,老人主动选择,现场点餐,
O002526,E0078,M025,2026-03-16,午餐,15,6.7,8.3,家属代订,小程序,
O002527,E0230,M010,2026-04-25,午餐,10,3.3,6.7,家属代订,现场点餐,
O002528,E0221,M023,2026-03-15,午餐,15,13.3,1.7,家属代订,小程序,
O002529,E0002,M018,2026-03-03,晚餐,12,6.7,5.3,老人主动选择,社区代办,
O002530,E0297,M001,2026-01-10,午餐,15,13.3,1.7,老人主动选择,小程序,
O002531,E0001,M005,2026-03-10,午餐,8,3.3,4.7,家属代订,小程序,
O002532,E0132,M012,2026-02-07,午餐,12,3.3,8.7,老人主动选择,小程序,
O002533,E0101,M017,2026-03-16,午餐,12,6.7,5.3,老人主动选择,现场点餐,
O002534,E0228,M025,2026-04-18,午餐,10,3.3,6.7,家属代订,小程序,
O002535,E0106,M019,2026-04-25,早餐,15,3.3,11.7,老人主动选择,社区代办,
O002536,E0184,M018,2026-04-19,午餐,10,3.3,6.7,家属代订,小程序,临时外出
O002537,E0198,M030,2026-04-23,午餐,15,3.3,11.7,老人主动选择,小程序,
O002538,E0239,M013,2025-12-10,午餐,8,6.7,1.3,老人主动选择,小程序,
O002539,E0085,M022,2026-03-10,晚餐,10,10.0,0.0,食堂替换餐品,小程序,
O002540,E0110,M003,2025-12-07,午餐,8,6.7,1.3,老人主动选择,电话订餐,
O002541,E0100,M021,2026-02-23,晚餐,8,6.7,1.3,家属代订,小程序,
O002542,E0219,M010,2025-12-24,晚餐,12,3.3,8.7,老人主动选择,小程序,
O002543,E0053,M014,2025-12-31,晚餐,10,3.3,6.7,老人主动选择,小程序,
O002544,E0157,M008,2026-03-19,晚餐,15,6.7,8.3,老人主动选择,小程序,
O002545,E0042,M010,2026-05-12,午餐,10,6.7,3.3,老人主动选择,现场点餐,
O002546,E0040,M002,2025-12-27,午餐,8,6.7,1.3,食堂替换餐品,电话订餐,
O002547,E0101,M028,2026-02-25,早餐,12,6.7,5.3,食堂替换餐品,小程序,
O002548,E0168,M013,2026-05-09,晚餐,10,6.7,3.3,家属代订,小程序,
O002549,E0020,M005,2025-12-17,午餐,12,6.7,5.3,食堂替换餐品,电话订餐,
O002550,E0270,M011,2025-12-11,午餐,12,3.3,8.7,家属代订,小程序,
O002551,E0050,M024,2026-04-08,午餐,8,6.7,1.3,老人主动选择,电话订餐,
O002552,E0294,M001,2026-02-20,午餐,10,3.3,6.7,老人主动选择,社区代办,盐分过高
O002553,E0143,M026,2026-01-18,午餐,10,3.3,6.7,家属代订,小程序,
O002554,E0250,M010,2025-12-30,午餐,10,6.7,3.3,老人主动选择,小程序,
O002555,E0201,M030,2025-12-20,晚餐,12,3.3,8.7,老人主动选择,小程序,
O002556,E0264,M027,2026-02-09,晚餐,15,3.3,11.7,家属代订,电话订餐,
O002557,E0022,M029,2026-01-06,晚餐,10,6.7,3.3,老人主动选择,小程序,
O002558,E0066,M028,2026-04-05,晚餐,8,6.7,1.3,老人主动选择,电话订餐,
O002559,E0041,M013,2026-04-23,早餐,12,3.3,8.7,老人主动选择,社区代办,
O002560,E0135,M028,2026-01-08,晚餐,15,6.7,8.3,家属代订,小程序,
O002561,E0293,M004,2026-03-19,午餐,10,3.3,6.7,老人主动选择,小程序,
O002562,E0247,M021,2026-05-22,晚餐,15,13.3,1.7,老人主动选择,现场点餐,
O002563,E0071,M030,2026-02-02,早餐,12,3.3,8.7,老人主动选择,小程序,
O002564,E0101,M010,2026-05-24,午餐,15,6.7,8.3,老人主动选择,小程序,
O002565,E0038,M012,2025-12-23,晚餐,12,3.3,8.7,老人主动选择,电话订餐,
O002566,E0151,M014,2026-01-01,午餐,15,3.3,11.7,食堂替换餐品,小程序,
O002567,E0075,M027,2026-05-26,午餐,15,13.3,1.7,老人主动选择,现场点餐,
O002568,E0230,M003,2026-04-02,午餐,12,3.3,8.7,家属代订,小程序,
O002569,E0183,M028,2025-12-08,午餐,15,13.3,1.7,家属代订,电话订餐,
O002570,E0178,M002,2026-03-16,午餐,8,6.7,1.3,老人主动选择,现场点餐,
O002571,E0268,M028,2026-02-05,午餐,10,10.0,0.0,老人主动选择,小程序,
O002572,E0041,M019,2026-05-16,午餐,15,3.3,11.7,老人主动选择,小程序,
O002573,E0031,M011,2026-02-27,午餐,15,3.3,11.7,家属代订,小程序,
O002574,E0028,M021,2026-01-29,早餐,15,13.3,1.7,老人主动选择,现场点餐,
O002575,E0161,M007,2025-12-11,午餐,10,6.7,3.3,老人主动选择,现场点餐,
O002576,E0179,M018,2026-01-18,午餐,12,3.3,8.7,老人主动选择,小程序,
O002577,E0130,M029,2026-04-22,午餐,10,3.3,6.7,老人主动选择,现场点餐,
O002578,E0159,M014,2026-04-07,午餐,15,13.3,1.7,老人主动选择,现场点餐,
O002579,E0290,M007,2025-12-09,午餐,12,12.0,0.0,食堂替换餐品,社区代办,
O002580,E0099,M022,2026-05-20,晚餐,15,13.3,1.7,老人主动选择,小程序,
O002581,E0070,M030,2026-04-22,晚餐,12,6.7,5.3,老人主动选择,现场点餐,
O002582,E0064,M007,2025-12-05,晚餐,15,6.7,8.3,家属代订,电话订餐,
O002583,E0107,M023,2025-12-29,午餐,15,6.7,8.3,家属代订,现场点餐,
O002584,E0247,M009,2026-02-07,午餐,12,12.0,0.0,老人主动选择,小程序,
O002585,E0013,M023,2026-04-29,早餐,8,8.0,0.0,老人主动选择,小程序,
O002586,E0235,M030,2025-12-13,午餐,10,6.7,3.3,老人主动选择,现场点餐,
O002587,E0226,M012,2026-05-27,晚餐,12,6.7,5.3,老人主动选择,现场点餐,
O002588,E0068,M029,2026-03-26,午餐,10,3.3,6.7,老人主动选择,小程序,
O002589,E0295,M006,2026-05-24,午餐,8,6.7,1.3,老人主动选择,电话订餐,盐分过高
O002590,E0259,M026,2026-03-20,午餐,8,3.3,4.7,老人主动选择,小程序,
O002591,E0206,M024,2026-05-06,午餐,12,3.3,8.7,食堂替换餐品,小程序,糖分过高
O002592,E0041,M007,2026-02-18,早餐,8,3.3,4.7,老人主动选择,小程序,
O002593,E0119,M022,2026-03-10,午餐,8,3.3,4.7,老人主动选择,小程序,
O002594,E0185,M004,2025-12-17,午餐,15,3.3,11.7,食堂替换餐品,电话订餐,
O002595,E0231,M016,2026-04-27,午餐,15,3.3,11.7,家属代订,小程序,
O002596,E0184,M007,2026-03-24,午餐,8,3.3,4.7,老人主动选择,小程序,盐分过高
O002597,E0209,M028,2025-12-06,晚餐,15,6.7,8.3,老人主动选择,社区代办,
O002598,E0155,M008,2025-12-22,晚餐,8,3.3,4.7,食堂替换餐品,小程序,
O002599,E0262,M008,2026-04-16,晚餐,15,6.7,8.3,老人主动选择,现场点餐,
O002600,E0280,M028,2026-05-09,午餐,8,6.7,1.3,家属代订,现场点餐,
O002601,E0123,M028,2026-02-26,午餐,8,8.0,0.0,食堂替换餐品,小程序,
O002602,E0083,M020,2026-01-02,晚餐,10,3.3,6.7,老人主动选择,小程序,
O002603,E0089,M026,2026-02-08,早餐,8,3.3,4.7,家属代订,电话订餐,
O002604,E0064,M025,2026-01-18,早餐,10,6.7,3.3,食堂替换餐品,电话订餐,
O002605,E0128,M003,2026-03-14,午餐,12,3.3,8.7,家属代订,电话订餐,
O002606,E0260,M009,2026-05-07,午餐,8,6.7,1.3,老人主动选择,电话订餐,
O002607,E0087,M019,2026-03-12,早餐,8,3.3,4.7,食堂替换餐品,社区代办,
O002608,E0017,M013,2026-04-23,晚餐,10,10.0,0.0,家属代订,小程序,
O002609,E0298,M007,2026-03-16,午餐,8,6.7,1.3,家属代订,现场点餐,
O002610,E0217,M020,2026-02-20,午餐,15,6.7,8.3,家属代订,小程序,
O002611,E0276,M021,2026-02-24,午餐,10,3.3,6.7,老人主动选择,小程序,
O002612,E0104,M029,2025-12-14,午餐,10,6.7,3.3,老人主动选择,小程序,
O002613,E0210,M015,2026-05-14,早餐,15,6.7,8.3,老人主动选择,电话订餐,
O002614,E0021,M019,2026-01-18,早餐,8,6.7,1.3,老人主动选择,现场点餐,
O002615,E0015,M002,2026-01-19,午餐,12,3.3,8.7,老人主动选择,小程序,
O002616,E0190,M012,2026-05-13,晚餐,12,6.7,5.3,老人主动选择,小程序,
O002617,E0168,M008,2026-05-29,午餐,12,6.7,5.3,老人主动选择,小程序,
O002618,E0044,M030,2025-12-23,午餐,10,6.7,3.3,食堂替换餐品,小程序,
O002619,E0082,M023,2026-02-04,午餐,10,6.7,3.3,家属代订,现场点餐,
O002620,E0193,M023,2026-05-22,午餐,15,13.3,1.7,家属代订,现场点餐,
O002621,E0194,M008,2026-03-25,午餐,8,6.7,1.3,老人主动选择,现场点餐,
O002622,E0292,M013,2025-12-28,早餐,15,13.3,1.7,老人主动选择,电话订餐,
O002623,E0091,M001,2025-12-08,晚餐,10,6.7,3.3,老人主动选择,电话订餐,
O002624,E0261,M028,2026-05-26,午餐,12,3.3,8.7,家属代订,小程序,
O002625,E0209,M024,2026-03-31,午餐,8,6.7,1.3,家属代订,现场点餐,
O002626,E0257,M010,2026-03-07,午餐,12,12.0,0.0,老人主动选择,电话订餐,
O002627,E0063,M028,2026-03-29,晚餐,8,8.0,0.0,家属代订,社区代办,
O002628,E0135,M030,2026-03-19,午餐,12,6.7,5.3,家属代订,社区代办,
O002629,E0182,M030,2025-12-26,早餐,8,8.0,0.0,家属代订,社区代办,
O002630,E0155,M021,2026-04-26,晚餐,12,3.3,8.7,老人主动选择,小程序,
O002631,E0089,M024,2026-03-16,午餐,15,3.3,11.7,老人主动选择,小程序,
O002632,E0054,M009,2026-04-20,早餐,10,6.7,3.3,老人主动选择,现场点餐,
O002633,E0022,M029,2026-01-31,早餐,15,6.7,8.3,老人主动选择,现场点餐,
O002634,E0237,M002,2026-04-05,晚餐,12,3.3,8.7,老人主动选择,现场点餐,
O002635,E0096,M019,2026-04-21,晚餐,8,6.7,1.3,老人主动选择,小程序,
O002636,E0060,M022,2026-04-18,晚餐,15,6.7,8.3,老人主动选择,现场点餐,
O002637,E0190,M025,2026-02-05,晚餐,12,6.7,5.3,老人主动选择,电话订餐,
O002638,E0280,M014,2025-12-12,午餐,10,6.7,3.3,老人主动选择,电话订餐,
O002639,E0188,M010,2026-01-04,午餐,8,6.7,1.3,老人主动选择,现场点餐,
O002640,E0066,M010,2026-03-20,午餐,15,6.7,8.3,老人主动选择,小程序,
O002641,E0048,M008,2026-05-16,晚餐,10,10.0,0.0,老人主动选择,现场点餐,
O002642,E0006,M014,2025-12-20,午餐,12,3.3,8.7,家属代订,电话订餐,
O002643,E0139,M013,2025-12-14,晚餐,8,8.0,0.0,家属代订,电话订餐,
O002644,E0285,M006,2026-05-04,早餐,12,3.3,8.7,老人主动选择,小程序,
O002645,E0213,M021,2026-03-11,晚餐,8,8.0,0.0,老人主动选择,电话订餐,盐分过高
